Country_ISO,Year,ESG_G_Regulatory_Quality,ESG_G_Rule_of_Law,ESG_G_Political_Stability,ESG_G_Gov_Effectiveness
LTU,2018,1.0635821,0.7490782,0.9070273,0.86117
LTU,2019,0.9756202,1.0578671,0.9825192,0.8510012
LTU,2020,0.8963652,1.1400782,1.1506312,0.9591268
LTU,2021,1.1708848,1.2107283,1.0111257,0.9787009
LTU,2022,1.1852774,1.228331,0.963939,0.9431482
LTU,2023,1.2128759,1.3288838,0.9517926,0.9448653
LTU,2024,1.291591,1.3742358,0.9394441,1.2014922
LUX,2010,1.7207932,1.7383685,1.4878051,1.8503746
LUX,2011,1.8390106,1.7584094,1.3788317,1.9488475
LUX,2012,1.7520668,1.7782538,1.3639242,1.9034421
LUX,2013,1.7748859,1.7641968,1.316509,1.8352325
LUX,2014,1.5852947,1.7507788,1.4310289,1.8322174
LUX,2015,1.6718385,1.8141125,1.4125194,1.8995712
LUX,2016,1.7201424,1.7993709,1.3457296,1.8926746
LUX,2017,1.6392801,1.7990451,1.2715421,1.9443969
LUX,2018,1.7344219,1.8614373,1.3055181,1.9421635
LUX,2019,1.7336486,1.8431648,1.3055593,1.9821714
LUX,2020,1.8008159,1.796841,1.2105167,1.9824291
LUX,2021,1.8555011,1.7333366,1.1450494,1.9512038
LUX,2022,1.8671503,1.7477473,1.0244114,1.9655271
LUX,2023,1.8374052,1.7286548,1.0156548,2.1455984
LUX,2024,1.8386524,1.7617682,1.0730532,2.0397137
MAC,2010,1.4338701,0.7136715,0.3473009,1.0851419
MAC,2011,1.4342883,0.7170747,0.3423726,1.0843163
MAC,2012,1.4297193,0.6059678,0.3418523,0.6871473
MAC,2013,1.4290421,0.6030696,0.7532928,0.6873796
MAC,2014,1.7042835,0.8482195,1.1417297,1.3260314
MAC,2015,1.7085958,0.9044154,1.1400764,1.3242998
MAC,2016,1.617354,0.9046282,1.3130313,1.1151481
MAC,2017,1.6184209,0.9041075,1.3135357,1.3250972
MAC,2018,1.5266096,0.9595261,1.1477542,1.1164167
MAC,2019,1.527799,0.9063774,1.1488191,1.1174627
MAC,2020,1.4335238,0.8569176,1.0596983,1.1144754
MAC,2021,1.4327093,0.7814373,0.9688675,1.1162482
MAC,2022,1.4305385,0.7797993,0.9728177,1.1159813
MAC,2023,1.4307698,0.7793536,0.9734599,1.1169207
MAC,2024,1.3713907,0.8520978,1.053872,1.1159269
MDG,2010,-0.7429887,-0.8509099,-1.1657418,-0.6564666
MDG,2011,-0.7428343,-0.8607739,-0.8035247,-0.7418961
MDG,2012,-0.7533594,-0.8274005,-0.6903891,-0.908933
MDG,2013,-0.8753209,-1.0194324,-0.6021042,-0.9315533
MDG,2014,-0.8934656,-0.914848,-0.5624437,-0.9922593
MDG,2015,-0.8780508,-0.7873387,-0.5263577,-0.9995334
MDG,2016,-0.7997983,-0.7441264,-0.4661162,-0.8355651
MDG,2017,-0.7939975,-0.7899503,-0.5350162,-0.819978
MDG,2018,-0.8901794,-0.7923835,-0.7625617,-0.8877092
MDG,2019,-0.8495415,-0.8395324,-0.529453,-0.867749
MDG,2020,-0.8711152,-0.8586346,-0.574674,-0.9069144
MDG,2021,-0.8689985,-0.893154,-0.4612648,-0.9458829
MDG,2022,-0.8313082,-0.9669241,-0.5250261,-0.9182243
MDG,2023,-0.8500495,-0.9554116,-0.8409402,-0.9548243
MDG,2024,-0.7485886,-0.8827065,-0.4805584,-0.8631928
MWI,2010,-0.3917746,-0.1327299,-0.0357653,-0.5426828
MWI,2011,-0.4812109,-0.1907518,-0.1906666,-0.5839959
MWI,2012,-0.7275328,-0.2988361,-0.0861299,-0.5762271
MWI,2013,-0.7635909,-0.2363683,-0.203203,-0.5704237
MWI,2014,-0.7225966,-0.3096161,-0.0287147,-0.542739
MWI,2015,-0.7497529,-0.320057,-0.0522558,-0.5855031
MWI,2016,-0.7414888,-0.3434887,-0.2578002,-0.6089526
MWI,2017,-0.6848017,-0.2603898,-0.3130009,-0.5782225
MWI,2018,-0.6718156,-0.2926334,-0.3896791,-0.6337095
MWI,2019,-0.6631094,-0.3048007,-0.2824512,-0.686037
MWI,2020,-0.7334285,-0.2626799,-0.0766166,-0.7484164
MWI,2021,-0.6948634,-0.2454536,-0.1028435,-0.6797637
MWI,2022,-0.669774,-0.215453,-0.166924,-0.7814562
MWI,2023,-0.7064862,-0.1343556,-0.2424399,-0.7685413
MWI,2024,-0.5849557,-0.1463001,-0.3802084,-0.7257604
MYS,2010,0.6535173,0.2255439,0.1752999,0.9606573
MYS,2011,0.5248523,0.1386142,0.0582972,0.9015908
MYS,2012,0.754922,0.2392426,-0.0196797,0.8762495
MYS,2013,0.844693,0.1917656,-0.0428372,0.8710349
MYS,2014,0.8827965,0.2420724,0.0879801,0.9192375
MYS,2015,0.7623928,0.1141708,0.0447869,0.8365268
MYS,2016,0.729094,0.098701,-0.0158376,0.7772776
MYS,2017,0.7662252,0.1306432,-0.011848,0.7610752
MYS,2018,0.7479363,0.2863954,0.1769644,0.8592296
MYS,2019,0.755754,0.3389272,0.1608892,0.8172716
MYS,2020,0.637551,0.3499706,0.1400704,0.8675226
MYS,2021,0.7295908,0.3016338,0.196108,0.8036415
MYS,2022,0.6557654,0.2952941,0.2483001,0.7857271
MYS,2023,0.588407,0.3016843,0.2281849,0.7474758
MYS,2024,0.6804759,0.3451357,0.3847799,0.9147725
MDV,2010,-0.1730588,-0.203502,-0.1410869,-0.0057589
MDV,2011,-0.2450515,-0.4818582,-0.2839227,-0.0970952
MDV,2012,-0.2539345,-0.5310523,-0.3264349,-0.0383274
MDV,2013,-0.2756002,-0.774328,-0.0388546,-0.0966727
MDV,2014,-0.2630012,-0.5612798,0.4805132,-0.1718945
MDV,2015,-0.3073858,-0.6506457,0.0821002,-0.232125
MDV,2016,-0.228403,-0.623651,0.079118,-0.06644
MDV,2017,-0.2273573,-0.6815256,-0.0431783,-0.3095637
MDV,2018,-0.2269273,-0.6259826,-0.136,-0.3083187
MDV,2019,-0.2257616,-0.483731,-0.0811059,0.0070407
MDV,2020,-0.3494424,-0.3114817,0.2036825,-0.0983055
MDV,2021,-0.2598203,-0.1352825,0.4430279,0.1471021
MDV,2022,-0.3523685,0.1059573,0.2721525,-0.2212354
MDV,2023,-0.3521418,0.096589,0.0832572,-0.2203449
MDV,2024,-0.2353508,0.0443492,-0.0544563,-0.221287
MLI,2010,-0.5175337,-0.4185293,-0.130322,-0.9244336
MLI,2011,-0.4706606,-0.4621075,-0.7719954,-0.8221921
MLI,2012,-0.5259218,-0.7497308,-1.9634653,-0.9100926
MLI,2013,-0.6307686,-0.822119,-1.6463052,-0.8529578
MLI,2014,-0.6481828,-0.7038046,-1.5900042,-1.0499743
MLI,2015,-0.5110576,-0.7521911,-1.5535933,-0.9383384
MLI,2016,-0.5614689,-0.7584401,-1.5338819,-0.929614
MLI,2017,-0.5653398,-0.7545362,-1.7186414,-0.8719879
MLI,2018,-0.6149817,-0.7515531,-1.8782856,-0.9789893
MLI,2019,-0.6559592,-0.8086867,-2.0550073,-1.0954319
MLI,2020,-0.7294119,-0.8335984,-2.0594968,-1.1224054
MLI,2021,-0.6697155,-0.8826882,-2.3319481,-1.1810763
MLI,2022,-0.7107857,-1.0213887,-2.4680844,-1.2060162
MLI,2023,-0.7441068,-1.0366418,-2.5578431,-1.2258828
MLI,2024,-0.7622873,-1.0943496,-2.490962,-1.2871409
MLT,2010,1.3373913,1.4095187,1.2175773,0.9877609
MLT,2011,1.2161781,1.2204987,1.0020842,0.9882811
MLT,2012,1.2325928,1.2523387,1.0126603,1.0718539
MLT,2013,1.2084197,1.2109839,0.9719428,1.1879853
MLT,2014,0.8732281,1.0293544,1.0486158,1.0645056
MLT,2015,0.9916351,1.0918616,0.9507103,1.008955
MLT,2016,1.0656325,1.0417449,0.9368787,1.1103655
MLT,2017,1.2566571,1.1123707,1.082828,1.0116786
MLT,2018,1.2462056,1.058595,1.1121321,1.0139731
MLT,2019,0.8271849,1.018577,0.9193493,0.9937489
MLT,2020,1.0901554,0.9438011,0.9914658,1.0778299
MLT,2021,0.7210401,0.8666429,0.9318346,1.0227164
MLT,2022,0.5640572,0.8543614,0.9316852,0.9128888
MLT,2023,0.5286404,0.7940278,0.9382841,0.7610244
MLT,2024,0.4916338,0.72718,0.8049169,0.622496
MHL,2010,-1.0564363,1.0194161,1.3502698,-0.7741146
MHL,2011,-1.0536779,0.6288064,1.5682717,-1.2346237
MHL,2012,-1.0600603,0.6261616,1.5672321,-1.2342386
MHL,2013,-1.0873386,0.6588507,1.5640556,-1.202114
MHL,2014,-1.0894464,0.6618356,1.5750282,-1.1847221
MHL,2015,-0.8144778,0.6868748,1.1425008,-0.316748
MHL,2016,-0.7916806,0.6872034,0.8824277,-0.3160496
MHL,2017,-0.7904558,0.6863992,1.1385207,-0.3158228
MHL,2018,-0.7985966,0.5808532,1.14243,-0.3344329
MHL,2019,-0.7972312,0.8478418,1.1508696,-0.3332193
MHL,2020,-0.89246,0.7858463,1.0394581,-0.21495
MHL,2021,-0.8933951,0.7827543,1.004613,-0.2128932
MHL,2022,-0.9175268,0.836255,1.2819745,-0.1660294
MHL,2023,-0.9172612,0.8357983,1.2823827,-0.1651389
MHL,2024,-0.6875722,0.8357246,1.2772187,-0.2909441
MTQ,2010,0.9311505,0.7788886,0.5993238,0.7531799
MTQ,2011,0.9322238,0.7934275,0.5930005,0.7518252
MTQ,2012,0.9204959,0.7878884,0.592333,0.7521664
MTQ,2013,0.9187576,0.7755074,0.5902934,0.7525475
MTQ,2014,0.8556858,-0.0402989,0.8176369,1.1121628
MTQ,2015,0.866755,-0.0347847,0.8160725,1.1093212
MTQ,2016,0.8693433,0.8732221,0.8121773,1.110309
MTQ,2017,1.1088764,0.8709978,0.8126545,1.1106297
MTQ,2018,1.1100024,0.873191,0.8160116,1.1123907
MTQ,2019,1.1130552,0.6461361,0.6568021,1.1141072
MTQ,2020,0.6342679,0.6485582,0.4960318,1.109205
MTQ,2021,0.6321771,0.6399761,0.4938604,1.1121142
MTQ,2022,0.6266049,0.8013243,0.497598,1.214283
MTQ,2023,0.6271987,0.8002751,0.3379886,0.9540388
MTQ,2024,0.6285431,0.8001056,0.1257476,0.9528002
MRT,2010,-0.5076316,-0.8994887,-0.815386,-0.5153748
MRT,2011,-0.4821212,-0.9539079,-1.0034248,-0.505274
MRT,2012,-0.678853,-0.9892722,-1.0990669,-0.6504224
MRT,2013,-0.8388686,-1.069894,-1.1394547,-0.8307826
MRT,2014,-0.8327689,-0.9896735,-0.7612141,-0.8456369
MRT,2015,-0.8218414,-0.9742152,-0.7765102,-0.9313712
MRT,2016,-0.6847164,-0.9155345,-0.9065538,-0.8954385
MRT,2017,-0.707577,-0.806902,-0.7637873,-0.8206663
MRT,2018,-0.7617925,-0.8239589,-0.7485249,-0.8343637
MRT,2019,-0.7614288,-0.7821412,-0.645438,-0.8240741
MRT,2020,-0.8732894,-0.7061772,-0.6263455,-0.9008005
MRT,2021,-0.9699003,-0.8740834,-0.5222228,-0.8482903
MRT,2022,-0.9681657,-0.8487425,-0.2992865,-0.87695
MRT,2023,-0.8613964,-0.8540015,-0.5042695,-0.8187577
MRT,2024,-0.7781512,-0.8635099,-0.5595872,-0.7412473
MUS,2010,0.8089043,0.837472,0.502475,0.7333444
MUS,2011,0.7545106,0.8838383,0.4718019,0.7467754
MUS,2012,0.9687685,1.0288472,1.0701031,0.98957
MUS,2013,0.9616397,0.9329893,1.0531756,0.9262441
MUS,2014,1.1372839,0.9599584,0.8096197,1.052631
MUS,2015,1.0125431,0.8836384,1.0248107,1.0592368
MUS,2016,1.062971,0.9620156,1.0313567,1.1005388
MUS,2017,1.0666823,0.9262704,1.0144918,1.0288458
MUS,2018,1.0408014,0.926741,0.8991856,0.9336102
MUS,2019,0.9600603,0.8929962,0.9291254,0.8595784
MUS,2020,0.9972365,0.9547352,0.928832,0.8319144
MUS,2021,0.9383776,0.7212842,0.9264413,0.738763
MUS,2022,0.896846,0.6838381,0.8607357,0.7319597
MUS,2023,0.9443204,0.6633408,0.8348296,0.823778
MUS,2024,0.9400045,0.638614,0.7903521,0.7653533
MEX,2010,0.1160396,-0.5089477,-0.8229063,-0.0704234
MEX,2011,0.1727169,-0.6179784,-0.7251572,0.0989004
MEX,2012,0.2864858,-0.5948829,-0.8010179,0.198193
MEX,2013,0.2862275,-0.6475514,-0.8044533,0.2228276
MEX,2014,0.2083406,-0.5831095,-0.9596586,0.131427
MEX,2015,0.1825598,-0.6829719,-0.8922634,0.0999957
MEX,2016,0.1610393,-0.6675925,-0.8339121,0.1280596
MEX,2017,0.1640815,-0.7300047,-1.0455954,0.0099863
MEX,2018,-0.0031767,-0.8062687,-0.9273168,-0.0269292
MEX,2019,-0.041764,-0.8760117,-0.8974274,-0.0086685
MEX,2020,-0.1196879,-0.9866652,-0.7772933,-0.0462658
MEX,2021,-0.1912822,-1.0248188,-0.7362047,-0.0457429
MEX,2022,-0.156337,-1.0822517,-0.5890439,-0.0874176
MEX,2023,-0.1760497,-1.0777054,-0.5984727,-0.0748652
MEX,2024,-0.1957883,-1.1538645,-0.7154541,-0.2199329
FSM,2010,-0.5512136,0.495955,1.2088755,-0.4379422
FSM,2011,-0.7803075,0.2574728,1.0812283,-0.691111
FSM,2012,-0.7847858,0.2560216,1.08067,-0.6908698
FSM,2013,-0.7612623,0.2527776,1.0789642,-0.6707454
FSM,2014,-0.8079514,0.1504371,1.0732124,-0.1731488
FSM,2015,-0.7795374,0.1518818,1.071904,-0.1751578
FSM,2016,-0.7728383,0.15212,1.0686461,-0.1744595
FSM,2017,-0.6813721,0.1515372,1.0690453,0.0691179
FSM,2018,-0.7713626,0.0309074,1.2058557,0.0703629
FSM,2019,-0.8495212,0.2217998,1.009383,0.0007813
FSM,2020,-0.8515061,0.6699225,1.1206831,0.1389059
FSM,2021,-0.761884,0.8844429,1.2268624,0.1409627
FSM,2022,-0.7640118,0.9774711,1.5042238,-0.0852637
FSM,2023,-0.7637851,0.9770145,1.5046321,-0.0843731
FSM,2024,-0.7632717,0.9769408,1.499468,-0.1847801
MDA,2010,-0.2010616,-0.3350164,-0.0745102,-0.6041275
MDA,2011,-0.1975832,-0.2783037,0.1492997,-0.5793138
MDA,2012,-0.2869802,-0.360517,0.1385944,-0.5624904
MDA,2013,-0.2287158,-0.4252199,0.1501042,-0.5012795
MDA,2014,-0.1363385,-0.3649083,-0.0788414,-0.4639188
MDA,2015,-0.1992692,-0.4193158,-0.1714471,-0.6288785
MDA,2016,-0.2315936,-0.4243119,-0.1842961,-0.6014068
MDA,2017,-0.1222812,-0.4332048,-0.1818403,-0.4025781
MDA,2018,-0.1859583,-0.4034988,-0.2383059,-0.2156019
MDA,2019,-0.1132728,-0.3747443,-0.1474608,-0.2731316
MDA,2020,-0.1518578,-0.3778016,-0.1490894,-0.2721944
MDA,2021,-0.0862631,-0.2519381,-0.0451684,-0.2101436
MDA,2022,-0.0435626,-0.1948034,-0.2465629,-0.133791
MDA,2023,-0.0545226,-0.1938657,-0.2678685,-0.0336705
MDA,2024,-0.0467374,-0.1613322,-0.3449915,0.2576379
MCO,2010,..,1.2597795,0.9409444,..
MCO,2011,..,1.2748343,0.9310959,..
MCO,2012,..,1.2690986,0.9300563,..
MCO,2013,..,1.2562782,0.9268798,..
MCO,2014,..,1.2627514,0.9378524,..
MCO,2015,1.3403443,1.6037535,1.2059066,1.7977313
MCO,2016,1.3429326,1.6042767,1.2026488,1.7987191
MCO,2017,1.3456712,1.6029964,1.5452189,1.7990398
MCO,2018,1.3467972,1.536679,1.5480267,1.8008008
MCO,2019,1.3498501,1.5364829,1.5488694,1.8025173
MCO,2020,1.3446521,1.379704,1.2062355,1.7976151
MCO,2021,1.3425613,1.3737068,1.2044193,1.8005243
MCO,2022,1.3369891,1.3462901,1.3786309,1.7371134
MCO,2023,1.3375828,1.3454922,1.3791391,1.7382842
MCO,2024,1.1021324,1.3453634,1.2387076,1.7370456
MNG,2010,-0.2778251,-0.3222341,0.6671331,-0.5374241
MNG,2011,-0.3091131,-0.236366,0.5645353,-0.5445631
MNG,2012,-0.3833453,-0.2337148,0.604855,-0.5466493
MNG,2013,-0.4706872,-0.2558773,0.643466,-0.5000373
MNG,2014,-0.309591,-0.2460843,0.887271,-0.304773
MNG,2015,-0.3044292,-0.2154153,0.7608377,-0.3329464
MNG,2016,-0.0277123,-0.1441468,0.7157785,-0.3588602
MNG,2017,-0.0358613,-0.1693798,0.716039,-0.4472314
MNG,2018,0.0263885,-0.1798973,0.7490657,-0.2974017
MNG,2019,-0.0663775,-0.2038322,0.7382926,-0.3385736
MNG,2020,-0.1342621,-0.1742243,0.7498288,-0.311667
MNG,2021,-0.1284159,-0.1731689,0.7338327,-0.3519979
MNG,2022,-0.1946256,-0.1500746,0.6315013,-0.2986908
MNG,2023,-0.0410209,-0.1575492,0.6432601,-0.3639023
MNG,2024,-0.0707495,-0.09977,0.4203821,-0.3892189
MNE,2010,-0.0475862,-0.1052593,0.5091882,-0.3366901
MNE,2011,-0.0547623,-0.1620815,0.502446,-0.3313272
MNE,2012,0.0226967,-0.0747745,0.6136633,-0.0931564
MNE,2013,0.0617532,-0.0539604,0.5891056,-0.008552
MNE,2014,0.2298046,-0.0473708,0.3043294,0.3125985
MNE,2015,0.2611715,-0.0128938,0.2272366,0.3138915
MNE,2016,0.2705951,-0.0365595,0.2828464,0.2498332
MNE,2017,0.3423045,-0.0822843,0.0506422,0.2868544
MNE,2018,0.2925708,0.0650279,0.131692,0.190468
MNE,2019,0.2943513,0.0784686,0.1956009,0.2001456
MNE,2020,0.2464903,0.1134367,0.0295754,0.0904093
MNE,2021,0.2209769,0.0178112,-0.0332399,-0.0246249
MNE,2022,0.2592331,-0.0546104,0.0236518,0.0193238
MNE,2023,0.197225,0.1276478,0.262079,0.2766963
MNE,2024,0.1273183,0.1813833,0.3318563,0.3664948
MAR,2010,0.0236412,-0.3848819,-0.4404694,-0.1168914
MAR,2011,-0.0756699,-0.3819677,-0.5060194,-0.1652959
MAR,2012,-0.0055365,-0.3317303,-0.5760215,-0.2011827
MAR,2013,0.0197469,-0.4333613,-0.6954656,-0.2189575
MAR,2014,0.0501017,-0.3724932,-0.4094598,-0.2696224
MAR,2015,0.0585252,-0.3687701,-0.4546654,-0.2363813
MAR,2016,0.0139184,-0.2935249,-0.4710854,-0.1396764
MAR,2017,0.0044748,-0.3713857,-0.5065227,-0.2631327
MAR,2018,-0.1157961,-0.3248223,-0.4264508,-0.3161959
MAR,2019,0.0271992,-0.3198643,-0.3903995,-0.1333028
MAR,2020,0.0648279,-0.3146629,-0.4094492,-0.0577222
MAR,2021,-0.0751135,-0.4447944,-0.4686437,-0.1241745
MAR,2022,-0.0811816,-0.4491939,-0.492008,-0.1200179
MAR,2023,-0.0473438,-0.3934002,-0.5349772,-0.0188321
MAR,2024,-0.0266855,-0.3678036,-0.4408003,0.1763559
MOZ,2010,-0.5331532,-0.6362812,-0.0221083,-0.6480562
MOZ,2011,-0.5600061,-0.7838554,-0.089049,-0.7025583
MOZ,2012,-0.5052212,-0.6756875,0.0409192,-0.5577083
MOZ,2013,-0.5617285,-0.9450097,-0.4955725,-0.5437435
MOZ,2014,-0.5800794,-0.9046279,-0.6196453,-0.5716435
MOZ,2015,-0.6403998,-0.8527751,-0.6842917,-0.580096
MOZ,2016,-0.6946758,-1.0119212,-1.2808563,-0.6823519
MOZ,2017,-0.6821754,-0.9914898,-1.0653022,-0.6898963
MOZ,2018,-0.7313975,-0.9808812,-0.7980388,-0.6871201
MOZ,2019,-0.7252116,-0.9656024,-0.8295224,-0.6500468
MOZ,2020,-0.7751237,-1.0406476,-1.3457513,-0.8223436
MOZ,2021,-0.8186743,-1.0487663,-1.2675269,-0.8185849
MOZ,2022,-0.7862195,-1.0728381,-1.3208653,-0.7706816
MOZ,2023,-0.7520318,-1.1016921,-1.4184038,-0.7779692
MOZ,2024,-0.7635095,-1.1949508,-1.7581974,-0.7157933
MMR,2010,-1.6750289,-1.4706145,-1.0884224,-1.3166107
MMR,2011,-1.5954532,-1.3804301,-1.084601,-1.3109568
MMR,2012,-1.7631166,-1.4351951,-1.0596578,-1.5557382
MMR,2013,-1.4584015,-1.2647158,-1.2724274,-1.5485581
MMR,2014,-1.3316118,-1.2517405,-1.1507422,-1.3003242
MMR,2015,-1.110113,-1.24813,-1.123947,-1.2574663
MMR,2016,-0.8822049,-1.045056,-1.0196122,-1.1523629
MMR,2017,-0.8430159,-1.0912436,-1.24136,-1.2517085
MMR,2018,-0.8166314,-1.1735375,-1.297873,-1.3199541
MMR,2019,-0.8502984,-1.1866977,-1.3625611,-1.3177807
MMR,2020,-0.7286511,-1.1631619,-1.5318775,-1.318284
MMR,2021,-1.1369347,-1.5648147,-2.0939499,-1.5416258
MMR,2022,-1.2603466,-1.6587578,-2.2412758,-1.6445781
MMR,2023,-1.4451128,-1.7242442,-2.2086828,-1.5813496
MMR,2024,-1.4197208,-1.811602,-2.0903985,-1.5583075
NAM,2010,0.1608353,0.2970201,0.7872857,0.2412293
NAM,2011,0.0071335,0.1702201,0.7152049,0.1893853
NAM,2012,0.1789728,0.2567192,0.843349,0.3978933
NAM,2013,0.2217774,0.2527678,0.8788275,0.3354358
NAM,2014,0.1780391,0.2053057,0.6369054,0.3164678
NAM,2015,0.2438319,0.2731422,0.7175058,0.2927673
NAM,2016,0.147564,0.3115188,0.6657313,0.2349555
NAM,2017,0.0957318,0.2204754,0.6294292,0.2683997
NAM,2018,0.0632488,0.183239,0.6942559,0.3136094
NAM,2019,0.1209405,0.1859134,0.5859149,0.2867851
NAM,2020,0.0768145,0.2186834,0.5126308,0.1498863
NAM,2021,0.1492447,0.2859049,0.5136089,0.1596202
NAM,2022,0.0818334,0.3187607,0.3736395,0.165395
NAM,2023,0.0866506,0.3088084,0.4150583,0.1539385
NAM,2024,0.1349052,0.3278567,0.5467327,0.0993431
NRU,2010,-0.7481757,1.0401673,1.5781203,-0.2779419
NRU,2011,-0.7451154,1.0544708,1.5682717,-0.2839049
NRU,2012,-0.778553,1.1969132,1.5672321,-0.282403
NRU,2013,-0.9214645,1.0753753,1.5640556,-0.2807257
NRU,2014,-0.9325071,0.8616335,1.4041403,-0.212894
NRU,2015,-0.5659337,0.3628451,1.0147322,0.0078711
NRU,2016,-0.5636517,0.2363635,1.0101963,-0.0446392
NRU,2017,-0.5612372,0.3827845,0.8241821,-0.044334
NRU,2018,-0.3514786,0.1995658,0.8079535,0.2848959
NRU,2019,-0.3487871,0.2134606,0.7595804,-0.0410247
NRU,2020,-0.3533699,0.214808,0.7590998,-0.0456897
NRU,2021,-0.3552132,0.2100341,0.7572142,-0.0429213
NRU,2022,-0.3601258,0.3476922,0.9276426,-0.0433382
NRU,2023,-0.5683682,0.3470294,1.0356891,-0.0418711
NRU,2024,-0.5245237,0.2518105,1.1047052,0.0100272
NPL,2010,-0.8355485,-0.9479279,-1.5990906,-0.6925409
NPL,2011,-0.8068972,-0.8779526,-1.5205463,-0.7963154
NPL,2012,-0.7926961,-0.594797,-1.4781419,-1.1094999
NPL,2013,-0.8136879,-0.6010709,-1.2264145,-1.0517978
NPL,2014,-0.7167858,-0.5761515,-0.8435975,-0.8952954
NPL,2015,-0.6993283,-0.5990489,-1.0154123,-1.1633739
NPL,2016,-0.6483257,-0.5665318,-0.9210801,-0.9818725
NPL,2017,-0.6569101,-0.4439384,-0.5502541,-0.9277366
NPL,2018,-0.5915737,-0.3671879,-0.4957866,-0.9143987
NPL,2019,-0.5734193,-0.4127847,-0.4056357,-1.1116758
NPL,2020,-0.66395,-0.3725321,-0.2503056,-1.0263856
NPL,2021,-0.6375284,-0.3560122,-0.2520173,-0.9460782
NPL,2022,-0.5966637,-0.3340683,-0.3755496,-0.9545158
NPL,2023,-0.6072878,-0.3365421,-0.312959,-0.844048
NPL,2024,-0.5523335,-0.3036534,-0.4146134,-0.8845295
NLD,2010,1.646277,1.690341,0.9924275,1.7362289
NLD,2011,1.7926864,1.7111245,1.0827056,1.853741
NLD,2012,1.7611187,1.7690975,1.1275327,1.9206541
NLD,2013,1.759796,1.7344626,1.0569335,1.8904217
NLD,2014,1.663238,1.8261478,1.0691945,1.9168757
NLD,2015,1.7856938,1.8839565,0.9118761,1.9280339
NLD,2016,1.9568543,1.8913985,0.880799,1.9619805
NLD,2017,1.9684193,1.8652949,0.7820237,2.0046983
NLD,2018,1.9366985,1.8202279,0.7930988,2.0295602
NLD,2019,1.8629208,1.843311,0.6985452,2.0639557
NLD,2020,1.7647356,1.8319749,0.7092891,2.0397583
NLD,2021,1.8243489,1.7767646,0.732977,1.8535742
NLD,2022,1.7233662,1.7289109,0.6252296,1.7650127
NLD,2023,1.7180996,1.7174805,0.6084395,1.7511282
NLD,2024,1.7218271,1.7069218,0.4281196,1.7519974
ANT,2010,0.9311505,0.7788886,1.1886766,0.7531799
ANT,2011,0.9322238,0.7934275,1.1823532,0.7518252
ANT,2012,0.9204959,0.7878884,1.1816857,0.7521664
ANT,2013,0.9187576,0.7755074,1.1796462,0.7525475
ANT,2014,0.9148845,0.7817587,1.1866913,0.767958
ANT,2015,0.9259537,0.787273,1.1851269,0.7651163
ANT,2016,0.928542,0.7881818,1.1812317,0.7661041
ANT,2017,0.9312807,0.7859575,0.7119725,0.7664249
ANT,2018,..,..,..,..
ANT,2019,..,..,..,..
ANT,2020,..,..,..,..
ANT,2021,..,..,..,..
ANT,2022,..,..,..,..
ANT,2023,..,..,..,..
ANT,2024,..,..,..,..
NCL,2010,..,..,..,..
NCL,2011,..,..,..,..
NCL,2012,..,..,..,..
NCL,2013,..,..,..,..
NCL,2014,..,..,..,..
NCL,2015,..,..,..,..
NCL,2016,..,..,..,..
NCL,2017,..,..,..,..
NCL,2018,..,0.9937326,0.9953247,..
NCL,2019,..,1.0556694,1.0596771,..
NCL,2020,..,1.0460544,1.0443731,..
NCL,2021,..,1.1043988,1.1123709,..
NCL,2022,..,1.0881945,1.1152109,..
NCL,2023,..,1.0855574,1.1167211,..
NCL,2024,..,1.0851316,1.0976197,..
NZL,2010,1.7182417,1.7953195,1.4165428,1.8083666
NZL,2011,1.9708492,1.8866596,1.3902927,1.9627757
NZL,2012,1.9928169,1.8321393,1.4088511,1.9728103
NZL,2013,1.9265097,1.7748161,1.3788423,1.9354282
NZL,2014,2.0123173,1.8133202,1.4958227,2.0335793
NZL,2015,2.0128965,1.856389,1.4661127,1.9501288
NZL,2016,2.059195,1.8655448,1.4642557,1.8226403
NZL,2017,2.0795821,1.819209,1.4924848,1.7876311
NZL,2018,1.9706404,1.8012723,1.4448939,1.7035417
NZL,2019,1.970839,1.7838001,1.3883859,1.6838138
NZL,2020,1.9329931,1.7666346,1.4605501,1.6915539
NZL,2021,1.8534819,1.7303956,1.3569818,1.6029686
NZL,2022,1.8604747,1.7220184,1.2327589,1.656508
NZL,2023,1.8767831,1.7075544,1.2849613,1.7271046
NZL,2024,1.8444942,1.6674536,1.1506563,1.8491848
NIC,2010,-0.4466148,-0.8388047,-0.5388003,-0.8157756
NIC,2011,-0.4514777,-0.7770366,-0.457223,-0.8011848
NIC,2012,-0.4036894,-0.832325,-0.4628059,-0.7538922
NIC,2013,-0.3734933,-0.8327561,-0.3620672,-0.7345757
NIC,2014,-0.4022048,-0.9055411,-0.1441664,-0.7610142
NIC,2015,-0.3075663,-1.0046454,-0.1762304,-0.7548907
NIC,2016,-0.3988331,-0.9723001,-0.1674906,-0.786049
NIC,2017,-0.4972785,-0.9134992,-0.1815016,-0.4977075
NIC,2018,-0.5539729,-1.3054508,-1.1119701,-0.7706904
NIC,2019,-0.6516936,-1.3334159,-0.9448045,-0.7436807
NIC,2020,-0.6810713,-1.3373983,-0.5232726,-0.7981834
